"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5182","Ecomm App E2E Test with Customization","Firefox_browser_execution","2026-03-04","passed","2026-03-04","","E2E_Tests_POM.spec.js","",""
